"the_geom","OBJECTID","landmarkno","address","yearbuilt","Name","proptype","yeardes","desage","crit1","crit2","crit3","crit1txt","crit2txt","crit3txt","sigsum","context","style","archbuild","sigperson","ntlreg","doccontext","potcontext","legbus","culturaldist","potcultural","idencultural","culturalsum","cultural_1","rbrp","desdoc","pimlink","largephoto","thumbail","status","description"
"MULTIPOLYGON (((-122.412348409252 37.795238428911, -122.412191918222 37.795258434329, -122.412149427054 37.795048281653, -122.41207118064 37.795058283913, -122.412062408653 37.795014897919, -122.411869356585 37.795039577115, -122.411828355594 37.795044818364, -122.411829451868 37.795050241276, -122.411790158689 37.795055263989, -122.411593708083 37.795080463892, -122.411493304173 37.794583862755, -122.412139901435 37.794502806859, -122.412214722331 37.794875729631, -122.41227358206 37.794868351593, -122.412348409252 37.795238428911)))","181","43","1201 Mason Street","1,885","Cable Car Barn And Power House","Industrial","1,971","86","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Reconstruction Era; Government & Infrastructure, Planning & Eng, transit infra;","Brick Italianate",,,"Yes - SF cable car system NHL",,,,,,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM43.pdf","https://sfplanninggis.org/pim?search=0190/005","https://sfplanninggis.org/Preservation/Landmarks/Large/43.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/43.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.468741870341 37.724476957246, -122.468746539621 37.72447696534, -122.468751206203 37.724477037286, -122.468755871886 37.724477174882, -122.468760533072 37.724477377229, -122.468765189762 37.724477645227, -122.468769839257 37.724477975278, -122.468774480658 37.72447837098, -122.468779112166 37.724478831433, -122.468783733782 37.724479355738, -122.468788343707 37.724479943894, -122.468792939243 37.724480595004, -122.46879751949 37.724481310864, -122.468802084449 37.724482089677, -122.468806630521 37.724482932342, -122.468811157709 37.72448383706, -122.468815664211 37.724484803831, -122.468820148231 37.724485834454, -122.468824609768 37.724486926231, -122.468829046123 37.724488079162, -122.468833457298 37.724489294146, -122.468837839694 37.724490570284, -122.468842195111 37.724491905777, -122.468846519951 37.724493302424, -122.468850811516 37.724494759326, -122.468855072504 37.724496274683, -122.468859299317 37.724497848497, -122.468863490158 37.724499481666, -122.468867645026 37.724501172391, -122.468871762122 37.724502920673, -122.468875840548 37.724504725613, -122.468879877604 37.72450658631, -122.468883875091 37.724508501866, -122.468887827611 37.724510474979, -122.468891736964 37.724512501151, -122.46889560225 37.724514580384, -122.468899419872 37.724516715374, -122.46890319073 37.724518900727, -122.468906912124 37.72452113824, -122.468910585855 37.724523427015, -122.468914207425 37.72452576795, -122.468917776834 37.724528157449, -122.468921292284 37.72453059641, -122.468924755573 37.724533083036, -122.468928162205 37.724535618224, -122.468931513079 37.724538199279, -122.468934807295 37.724540827098, -122.468938042157 37.724543499883, -122.468941218562 37.724546217634, -122.468944334713 37.724548978553, -122.46894738971 37.724551782639, -122.468950382654 37.724554628094, -122.468953312645 37.724557514018, -122.468956178785 37.724560441311, -122.468958979273 37.724563407276, -122.468961715011 37.72456641281, -122.468964385098 37.724569454317, -122.468966986837 37.724572532696, -122.468969521126 37.724575647049, -122.468971986168 37.724578795575, -122.468974381962 37.724581977376, -122.46897670671 37.724585193352, -122.468978962209 37.724588440804, -122.468981143065 37.724591718833, -122.468983253774 37.724595026539, -122.468985291638 37.724598362125, -122.468987255757 37.724601726489, -122.468989144333 37.724605116933, -122.468990960065 37.724608533457, -122.468992698454 37.724611973364, -122.4689943622 37.724615438452, -122.468995949503 37.724618926023, -122.468997459465 37.724622434278, -122.468998892085 37.724625964117, -122.469000246464 37.724629511943, -122.469001524401 37.724633078654, -122.469002722298 37.724636662452, -122.469003841954 37.724640261539, -122.469004882469 37.724643876814, -122.469005842945 37.724647505578, -122.469006723381 37.724651146933, -122.469007524677 37.724654799979, -122.469008245034 37.724658462918, -122.469008884452 37.724662136648, -122.469009442931 37.724665817574, -122.469009920471 37.724669505693, -122.469010317972 37.724673201008, -122.469010632734 37.724676899919, -122.469010949296 37.724682345314, -122.469011008651 37.724686006454, -122.469010987967 37.724689667594, -122.469010886343 37.724693327835, -122.469010703781 37.724696986277, -122.469010442078 37.724700641122, -122.469010099436 37.724704292369, -122.469009676755 37.724707938221, -122.469009174933 37.724711577777, -122.469008592173 37.72471520924, -122.469007930272 37.724718832608, -122.469007188331 37.724722445185, -122.46900636725 37.724726048768, -122.469005467029 37.724729638862, -122.469004488566 37.724733217264, -122.469003431863 37.724736781278, -122.469002296019 37.724740329103, -122.469001082834 37.724743860741, -122.468999793206 37.724747375291, -122.468998425337 37.724750872755, -122.468996981026 37.724754348634, -122.468995460272 37.724757804729, -122.468993863976 37.724761240139, -122.468992192136 37.724764652167, -122.468990446552 37.724768040813, -122.468988625425 37.724771403378, -122.468986732352 37.724774741661, -122.468984766434 37.724778053864, -122.468982725872 37.72478133639, -122.468980615163 37.724784591036, -122.468978432509 37.724787815106, -122.468976179707 37.724791009498, -122.468973856758 37.724794172413, -122.468971465461 37.724797302054, -122.468969004016 37.72480039842, -122.468966476921 37.724803459712, -122.468963881478 37.724806485931, -122.468961220384 37.724809474378, -122.468958495438 37.724812426852, -122.468955703942 37.724815341555, -122.468952849494 37.724818215788, -122.468949932094 37.724821050451, -122.468946954438 37.724823844645, -122.46894391383 37.72482659657, -122.468940813867 37.724829306228, -122.468937655448 37.724831971818, -122.468934438573 37.724834594241, -122.468931165041 37.724837171698, -122.468927833952 37.72483970329, -122.468924448904 37.724842188117, -122.468921009897 37.724844625279, -122.46891751693 37.724847014778, -122.468913972702 37.724849355713, -122.468910377212 37.724851646287, -122.46890673226 37.724853888296, -122.468903038744 37.724856077246, -122.468899297564 37.724858215834, -122.468895508721 37.724860302261, -122.468891676709 37.724862335628, -122.468887799732 37.724864315936, -122.468883879587 37.724866242283, -122.468879917174 37.724868113773, -122.468875916091 37.724869929504, -122.468871874537 37.724871689477, -122.468867794313 37.724873394592, -122.468863678116 37.72487504125, -122.468859526846 37.724876631252, -122.468855339602 37.724878163696, -122.468851119983 37.724879637685, -122.468846869787 37.724881053218, -122.468842587216 37.724882409396, -122.468838277664 37.724883706218, -122.468833938435 37.724884941887, -122.468829574026 37.724886119099, -122.468825182636 37.724887234259, -122.468820769663 37.724888288264, -122.468816332408 37.724889282015, -122.468811874468 37.724890213713, -122.468807396744 37.724891083357, -122.468802901932 37.724891890049, -122.468798388235 37.724892634687, -122.468793860148 37.724893317273, -122.468789317673 37.724893936906, -122.468784760808 37.724894492687, -122.468780194051 37.724894986415, -122.468775616501 37.724895415391, -122.46877102906 37.724895782315, -122.468766436222 37.724896084487, -122.468761837089 37.724896323707, -122.468757233459 37.724896499074, -122.468752626233 37.724896608792, -122.468746071074 37.724896658254, -122.468741564571 37.724896666348, -122.468737059867 37.72489661149, -122.468732556062 37.724896494578, -122.468728056754 37.724896314713, -122.468723560144 37.724896073695, -122.468719070728 37.724895770623, -122.468714588507 37.7248954037, -122.46871011528 37.724894976522, -122.468705651045 37.724894485492, -122.4687012003 37.724893934208, -122.468696760347 37.724893319971, -122.468692334783 37.724892645479, -122.468687925407 37.724891909834, -122.468683534018 37.724891112135, -122.468679158816 37.724890254182, -122.468674803399 37.724889335075, -122.468670469566 37.724888356612, -122.468666159116 37.724887318795, -122.468661870249 37.724886220723, -122.468657606563 37.724885062396, -122.468653368058 37.724883846512, -122.468649158332 37.724882571274, -122.468644976484 37.724881237579, -122.468640825214 37.724879847227, -122.46863670452 37.724878398419, -122.468632616202 37.724876892954, -122.468628561159 37.724875331731, -122.468624542988 37.724873713851, -122.468620558992 37.724872041112, -122.468616613666 37.724870312615, -122.468612706111 37.724868531058, -122.468608838127 37.724866694642, -122.468605012411 37.724864804267, -122.468601228064 37.724862862631, -122.468597486884 37.724860867935, -122.468593788872 37.724858821078, -122.468590138524 37.724856724758, -122.468586534041 37.724854577177, -122.468582976323 37.724852380133, -122.468579468967 37.724850133627, -122.468576011074 37.724847839456, -122.468572602643 37.724845498521, -122.468569248172 37.724843109022, -122.468565944962 37.724840674558, -122.468562696611 37.724838193328, -122.468559504018 37.724835668032, -122.468556365384 37.724833100467, -122.468553286105 37.724830487037, -122.468550263484 37.724827833138, -122.468547300218 37.72482513787, -122.468544395407 37.724822401233, -122.468541551751 37.724819625026, -122.468538769249 37.724816809248, -122.468536050598 37.724813956599, -122.468533394001 37.724811066178, -122.468530800356 37.724808138885, -122.468528272362 37.724805176518, -122.468525810018 37.724802179077, -122.468523413325 37.724799147463, -122.468521084081 37.724796084372, -122.468518821386 37.724792988905, -122.468516629739 37.724789862862, -122.468514504641 37.724786706242, -122.468512450589 37.724783521742, -122.468510465785 37.724780308465, -122.468508552028 37.724777068207, -122.468506710216 37.72477380097, -122.468504939451 37.724770510351, -122.468503242431 37.72476719545, -122.468501618255 37.724763856267, -122.468500067824 37.7247604964, -122.468498590238 37.724757114949, -122.468497189094 37.724753713713, -122.468495861695 37.724750293591, -122.468494609838 37.724746855483, -122.468493433525 37.724743401187, -122.468492333654 37.724739929804, -122.468491310226 37.724736444931, -122.468490364139 37.724732945669, -122.468489493595 37.724729433816, -122.468488701292 37.724725910273, -122.468487986331 37.724722376836, -122.468487350511 37.724718834407, -122.468486789334 37.724715282984, -122.468486309995 37.724711724367, -122.4684859053 37.724708159454, -122.468485581544 37.724704590045, -122.46848533513 37.724701016139, -122.468485167856 37.724697440435, -122.468485079723 37.724693861133, -122.468485068931 37.724690281831, -122.468485250594 37.72468380941, -122.46848532164 37.724680173451, -122.468485472726 37.72467654019, -122.468485704751 37.724672907829, -122.468486015917 37.724669279963, -122.468486407122 37.724665657494, -122.468486877467 37.724662040421, -122.468487426054 37.724658431442, -122.46848805468 37.724654827858, -122.468488762446 37.724651236865, -122.468489549353 37.724647654866, -122.468490414501 37.724644083658, -122.468491358789 37.72464052594, -122.468492380419 37.724636981711, -122.46849347939 37.724633450973, -122.468494655704 37.724629937322, -122.468495910258 37.724626440758, -122.468497240355 37.724622961281, -122.468498646895 37.724619501589, -122.468500129877 37.724616060783, -122.468501687503 37.72461264156, -122.468503319772 37.724609244821, -122.468505026686 37.724605870565, -122.468506808243 37.72460252059, -122.468508662645 37.724599196696, -122.468510589892 37.724595898882, -122.468512589085 37.724592628048, -122.468514660223 37.724589385092, -122.468516802408 37.724586170915, -122.468519013841 37.724582987315, -122.468521295421 37.724579835191, -122.468523646249 37.724576714544, -122.468526064526 37.724573628071, -122.468528551152 37.724570574872, -122.468531103428 37.724567556748, -122.468533722253 37.724564574596, -122.46853640673 37.724561628417, -122.468539155957 37.724558720908, -122.468541967238 37.724555851172, -122.468544841471 37.724553021005, -122.468547777758 37.724550231308, -122.468550774299 37.724547482081, -122.468553831994 37.724544776021, -122.468556947245 37.724542112229, -122.468560121852 37.724539492504, -122.468563353116 37.724536916845, -122.468566640138 37.724534385254, -122.468569982918 37.724531900427, -122.468573378758 37.724529463264, -122.468576827658 37.724527072866, -122.468580328719 37.724524729233, -122.468583881941 37.724522436861, -122.468587483725 37.724520193053, -122.468591134973 37.724517998707, -122.468594833884 37.724515857421, -122.468598578661 37.724513765598, -122.468602369304 37.724511726835, -122.468606204013 37.724509741132, -122.46861008189 37.724507808489, -122.468614001135 37.724505930704, -122.468617961749 37.72450410598, -122.468621961035 37.724502337913, -122.468625998991 37.724500624704, -122.468630073819 37.724498967254, -122.468634185519 37.72449736736, -122.468638330494 37.724495825022, -122.468642509644 37.724494340242, -122.46864671937 37.724492913018, -122.468650961473 37.72449154425, -122.468655232353 37.724490235736, -122.468659531112 37.724488986578, -122.468663856851 37.724487795875, -122.468668207771 37.724486665427, -122.468672583873 37.724485597033, -122.468676981557 37.724484587994, -122.468681400826 37.724483640108, -122.468685840779 37.724482754276, -122.468690299618 37.724481928698, -122.468694775543 37.724481166972, -122.468699267657 37.7244804673, -122.46870377416 37.724479829681, -122.468708294152 37.724479253215, -122.468712826735 37.724478740602, -122.468717369211 37.72447829184, -122.468721921579 37.724477903333, -122.468726481142 37.724477580476, -122.468731047 37.724477320572, -122.468735617355 37.72447712362, -122.468741870341 37.724476957246)))","141","293","Ingleside Terraces Sundial and Sundial Park","1,913","Ingleside Terraces Sundial and Sundial Park","Structure","2,021","108","Y","N","Y","Assocaited with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Residence Parks; Public Places",,"Joseph Leonard",,,,"African American",,,,,,,"Joseph Leanard and Restrictive Covenants","https://sfplanninggis.org/docs/landmarks_and_districts/LM293.pdf","https://sfplanninggis.org/pim?search=6917B001","https://sfplanninggis.org/Preservation/Landmarks/Large/293.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/293.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.392927013671 37.786765333154, -122.392590612367 37.786498270479, -122.392934687586 37.786226262432, -122.393437258423 37.786628457238, -122.393095213873 37.786898863592, -122.392927013671 37.786765333154)))","25",,"450 HARRISON ST",,"Sailor's Union Hall of the Pacific",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Work Program","Coming Soon!"
"MULTIPOLYGON (((-122.413579607213 37.769947000054, -122.413519552285 37.770039138296, -122.413472522239 37.770107839305, -122.413262172611 37.770016333287, -122.413291537275 37.769970371636, -122.41331408148 37.769933295286, -122.413335808201 37.769895911367, -122.413356709345 37.769858233371, -122.413579607213 37.769947000054)))","128","295","396-398 12th Street","1,906","San Francsico Eagle Bar","Commercial","2,021","115","Y","Y","N","Associated with historic events","Associated with individuals important to local, state, or national history",,"Associated with historic events; Associated with individuals important to local, state, or national history","LGBTQ; Commercial;","Commercial","Unknown","Marcus Hernandez, Alari Selby, Terry Thompson, Robert Uyvari",,"LGBTQ",,,"Leather & LGBTQ Cultural District",,"LGBTQ","Landmark is associated with a social, ethnic, or cultural group","Y",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM295.pdf","https://sfplanninggis.org/pim?search=3522/014","https://sfplanninggis.org/Preservation/Landmarks/Large/295.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/295.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.403749382328 37.785428990056, -122.403895716414 37.785545886633, -122.403886240258 37.785553369892, -122.403811940069 37.785612032669, -122.403566987227 37.785805438171, -122.403176765995 37.785493709767, -122.403446618367 37.785280648683, -122.403690506412 37.785475476912, -122.403749382328 37.785428990056)))","143","4","748 Mission Street","1,872","Saint Patrick's Church","Religious","1,968","96","N","N","Y",,,"Significant for architecture or design or is the work of a master","Significant for architecture or design or is the work of a master","Gold Rush to Earthquake: Architectural Styles: Early Settlement Era, Gothic Revival","Gothic Revival",,,,,"Irish-Americans",,"SoMa Pilipinas-Filipino Cultural Heritage",,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM4.pdf","https://sfplanninggis.org/pim?search=3706/068","https://sfplanninggis.org/Preservation/Landmarks/Large/4.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/4.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.405023260315 37.790727330602, -122.40511722418 37.790715351632, -122.405193680944 37.791086536914, -122.405147006129 37.791092486829, -122.405099716179 37.791098516783, -122.405023260315 37.790727330602)))","218","143","460 Bush Street","1,909","Fire Station 2","Government","1,981","72","N","N","Y",,,"Significant for architecture or design or is the work of a master","Significant for architecture or design or is the work of a master","Reconstruction Era; Government & Infrastructure, fire stations; late 19th/early 20th c. Revival Period, beaux arts","Classical Revival","Newton J. Tharp",,"Yes",,,,,,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM143.pdf","https://sfplanninggis.org/pim?search=0270/041","https://sfplanninggis.org/Preservation/Landmarks/Large/143.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/143.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.423284743596 37.757738945196, -122.423043301707 37.757753535797, -122.423036089144 37.757678230166, -122.423277531033 37.757663637767, -122.423284743596 37.757738945196)))","66","136","845 Guerrero Street","1,871","Marsden Kershaw House","Residential - SF","1,981","110","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Gold Rush to Earthquake: Early Settlement, Residential (early suburb); Victorian-Era, Italianate","Italianate",,"Marsden Kershaw","Yes - Part of Liberty Hill Historic District",,,,,,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM136.pdf","https://sfplanninggis.org/pim?search=3608/051","https://sfplanninggis.org/Preservation/Landmarks/Large/136.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/136.jpg","Adopted","Built circa 1871 for Marsden Kershaw, owner of a local coal yard, this flat-front Italianate-style house features a wide arched doorway and bracketed porch, broad cornice with decorative brackets around all three sides hides a gabled roof, and its regularly spaced windows are topped by projecting hoods. The Marsden Kershaw House is located in the Liberty Hill Historic District, one of the earliest residential “suburbs” to be developed in San Francisco for middle class residents."
"MULTIPOLYGON (((-122.402045258782 37.770893862962, -122.402337445816 37.771125040888, -122.401664648605 37.771659059218, -122.400988789201 37.771124310639, -122.401662382313 37.77059092723, -122.402045258782 37.770893862962)))","196","193","700-768 7th Street","1,904","Baker & Hamilton Building","Industrial","1,989","85","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Gold Rush to Earthquake; Industrial, Regional Manufacturing, Shops & Mills, Warehouse Districts; Architecture of the Progressive Era and Early 20th Century, Classical Revival","Classical-Brick","Sutton & Weeks",,,,,,,,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM193.pdf","https://sfplanninggis.org/pim?search=3799/001","https://sfplanninggis.org/Preservation/Landmarks/Large/193.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/193.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.402553188679 37.803071085063, -122.402079827822 37.803131190352, -122.401982899791 37.80264843158, -122.402432334185 37.8025913651, -122.402443224975 37.802645606809, -122.402467149639 37.802642569799, -122.402553188679 37.803071085063)))","89","102","1265 Battery Street","1,903","Italian Swiss Colony
Warehouse Building","Industrial","1,978","75","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Reconstruction: Industrial, Warehouse; Architectural Styles, Late 19th & Early 20th Revivals, Renaissance Revival","Brick Renaissance","Hemenway and Miller","Andrea Sbaroro",,,"Italian",,,,"Italian","Landmark is associated with a social, ethnic, or cultural group","Y","further research needed on individuals discussed.","https://sfplanninggis.org/docs/landmarks_and_districts/LM102.pdf","https://sfplanninggis.org/pim?search=0084/008","https://sfplanninggis.org/Preservation/Landmarks/Large/102.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/102.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.435779746038 37.787774948056, -122.435814110932 37.787944412705, -122.43546348685 37.787988959723, -122.435429362075 37.787819463597, -122.435779746038 37.787774948056)))","95",,"2015 STEINER ST",,"National Urban League, SF Chapter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Work Program","Coming Soon!"
"MULTIPOLYGON (((-122.412231258166 37.797510173956, -122.412188660878 37.797294122626, -122.412439911672 37.797262536637, -122.412479230932 37.797461965797, -122.412558829926 37.797451959041, -122.412594089645 37.797625697268, -122.412465911972 37.797641864381, -122.412262285676 37.79766754722, -122.412246772371 37.797588861037, -122.412231258166 37.797510173956)))","313","204","906 Broadway Street","1,912","Our Lady of Guadalupe Church","Religious","1,993","81","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Great Constructions: Public & Private Institutions, Churches, Latino/Spanish-speaking; Architectural Styles, Late 19th/Early 20th Revivals, Mission Revival; Master Architect, Master Artist, Innovative Technology (Reinforced Concrete)","Mission Revival","Shea (Frank T.) & Lofquist (John D.); Luigi Brusatori (mural artist)",,,"Latinx",,,,,"Latinx","Landmark is associated with a social, ethnic, or cultural group","Y",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM204.pdf","https://sfplanninggis.org/pim?search=0149/009","https://sfplanninggis.org/Preservation/Landmarks/Large/204.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/204.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.394640306705 37.781795698413, -122.39483601537 37.781951495166, -122.394774790424 37.782000000999, -122.394579603366 37.781844204247, -122.394640306705 37.781795698413)))","76","281","457 Bryant Street","1,909","Piledrivers, Bridge, And Structural Inonworkers Local No. 77 Union Hall","Institutional","2,018","109","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Reconstruction Era; Industrial, Labor History, Leaders, & Union Halls; Events that Shaped the City, 1906 Earthquake and Reconstruction; Late 19th & Early 20th Century Revival Styles, Classical Revival","Classical Revival",,,,,,,,,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM281.pdf","https://sfplanninggis.org/pim?search=3775/085","https://sfplanninggis.org/Preservation/Landmarks/Large/281.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/281.jpg","Adopted","The Pile Drivers, Bridge and Structural Ironworkers Local No. 77 Union Hall is one of the early extant union halls in San Francisco that played an important role in the growth of organized labor in the city. Constructed shortly after the 1906 Earthquake and Fire, the building is also associated with the post disaster reconstruction era in San Francisco."
"MULTIPOLYGON (((-122.458451149401 37.768341113052, -122.4580476218 37.768439381972, -122.457956063621 37.768156671094, -122.457914701102 37.768136818559, -122.457878062722 37.768111792226, -122.457847165614 37.768082283671, -122.457822870429 37.768049114875, -122.457805845363 37.768013204946, -122.457796566158 37.767975549432, -122.45779529092 37.767937192448, -122.457802053822 37.767899200588, -122.457816666906 37.767862626959, -122.457838724577 37.767828485996, -122.457867617097 37.767797725585, -122.45790253957 37.767771199182, -122.457942525227 37.767749642432, -122.457986463404 37.767733654285, -122.458033134621 37.767723676307, -122.458081245653 37.767719988187, -122.458129461006 37.76772268975, -122.45817644069 37.767731708152, -122.458220884286 37.76774679338, -122.458261557025 37.767767522753, -122.458297330257 37.767793326101, -122.458338832171 37.767809500408, -122.458376699025 37.767830558034, -122.458410026102 37.767855995358, -122.458438015702 37.767885207137, -122.458460002327 37.767917493697, -122.458475457177 37.767952084321, -122.458484012427 37.767988151632, -122.458485463933 37.768024834978, -122.458451149401 37.768341113052)))","300","124","Golden Gate Park","1,887","Sharon Building","Government - Park","1,981","94","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Gold Rush to Earthquake: Public & Private Institutions, Recreation and Culture; Victorian-Era, Richardsonian Romanesque","Romanesque Revival","Percy and Hamilton","William Sharon","Yes - Part of Golden Gate Park HD",,,,,,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM124.pdf","https://sfplanninggis.org/pim?search=1700/001","https://sfplanninggis.org/Preservation/Landmarks/Large/124.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/124.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.403027455153 37.79654513575, -122.403057938573 37.796708136072, -122.402971684595 37.796718871279, -122.402939306304 37.796556106579, -122.403027455153 37.79654513575)))","145","22","468-470 Jackson Street","1,852","Solari Building East (Larco
Building)","Mixed-Use Office","1,970","118","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Gold Rush to Earthquake: Early Settlment, Commerical; Architectural Styles, Early Settlement Era?","Brick Italianate",,"Nicholas Larco","Yes - Part of Jackson Square Historic District","Italian-American",,,,,"Italian","Landmark is associated with a social, ethnic, or cultural group","Y","Further research needed on individuals discussed.","https://sfplanninggis.org/docs/landmarks_and_districts/LM22.pdf","https://sfplanninggis.org/pim?search=0175/010","https://sfplanninggis.org/Preservation/Landmarks/Large/22.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/22.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.400892172336 37.790108848844, -122.400653986892 37.790139204561, -122.400644143812 37.790091404695, -122.400854383723 37.789925340382, -122.400892172336 37.790108848844)))","343","155","540-548 Market Street","1,913","Flatiron Building","OFFICE","1,982","69","N","N","Y",,,"Significant for architecture or design or is the work of a master","Significant for architecture or design or is the work of a master","Reconstruction Period; Downtown Core; Late 19th/Early 20th c. Rev. Period, commercial gothic","Classical; Gothic","Havens & Toepke",,,"Jewish",,,,"Jewish",,"Landmark is associated with a social, ethnic, or cultural group","Y",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM155.pdf","https://sfplanninggis.org/pim?search=0291/001","https://sfplanninggis.org/Preservation/Landmarks/Large/155.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/155.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.418963901363 37.764983748701, -122.418791424884 37.764994166448, -122.418766519959 37.764734013264, -122.418938994639 37.764723597316, -122.418963901363 37.764983748701)))","57","215","2961 16th Street","1,908","Brown's Opera House (Victoria's Theater)","Commercial","1,996","88","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Reconstruction Era; Public & Private Instituional, Recreation and Culture, Cultural Institutions; Late 19th & Early 20th Century Revival Styles, Mission Revival","Mission Revival","Edmund Joseph Brown",,,,"Latinx HCS",,"American Indian Cultural District",,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM215.pdf","https://sfplanninggis.org/pim?search=3570/031A","https://sfplanninggis.org/Preservation/Landmarks/Large/215.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/215.jpg","Adopted","After the 1906 earthquake and fire destroyed many theaters downtown, a number of nickelodeons were constructed in the Mission District. Brown’s Opera House was built in 1908 and showcased variety acts and vaudeville performances through the 1920s, second run movies during the Depression, Spanish language films in the 1940-50s, and burlesque in the 1960s before it closed in 1970. The building was designed in the Mission Revival style, featuring elaborate arched and quatrefoil windows, twin corner towers, and a decoratively tiled roof parapet. It is the only Mission District live theater still functioning in its original use. The building stands testament to the neighborhood’s history as a thriving entertainment district."
"MULTIPOLYGON (((-122.412741379711 37.804372058724, -122.412802045278 37.804669637194, -122.412161224361 37.804751133758, -122.412133606181 37.804615658986, -122.412119789896 37.80454788158, -122.412105971813 37.804480104174, -122.412085247836 37.804378439414, -122.412256163991 37.804356854785, -122.412180170378 37.803984080401, -122.412650185757 37.803924726945, -122.412726180269 37.804297503127, -122.412741379711 37.804372058724)))","209","129","530-550 Chestnut Street","1,906","Bauer & Schweitzer Malting Company","Industrial","1,981","75","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Reconstruction Era; Industrial; Late 19th/Early 20c. Revival Perior, neoclassical","Utilitarian",,,,"North Beach",,,,,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM129.pdf","https://sfplanninggis.org/pim?search=0052/101","https://sfplanninggis.org/Preservation/Landmarks/Large/129.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/129.jpg","Adopted","Coming Soon!"
