id,lat,lon,name,type,cuisine,opening_hours,phone,website,address,outdoor_seating,takeaway,delivery,wheelchair
node/12202871279,37.7949638,-122.4063511,Bow Hon Seafood Restaurant,restaurant,seafood,,,,,,,,
node/12228393349,37.7536785,-122.4195833,Shuggie's Trash Pie & Natural Wine,restaurant,pizza,"Tu-Th 17:00-21:00; Fr,Sa 17:00-22:00; Su 17:00-21:00",,,"3349, 23rd Street, San Francisco, 94110",,,,
node/12240482801,37.7390381,-122.4138466,Nute's,restaurant,japanese;noodles;ramen;thai,"Tu-Fr 17:00-21:30; Sa 12:00-14:30, 17:00-21:30",+1 415 260 0192,https://nutes-101067.square.site/,"903, Cortland Avenue, San Francisco, 94110",,,,
node/12247275391,37.7982107,-122.4358728,The Comet Club,bar,,,,,,,,,
node/12247297913,37.7983279,-122.4356209,Lilikoi,cafe,bubble_tea,,,,"3108, Fillmore Street",,,,
node/12247297916,37.7982765,-122.4359125,Tacko,restaurant,mexican,,,,,,,,
node/12251148866,37.7923506,-122.3999514,Cafe Atlas,cafe,,,,,,,,,
node/12251148869,37.7918121,-122.4024223,Asha,restaurant,thai,,,,,,,,
node/12253600225,37.7824085,-122.4796916,Bread N' Chu,cafe,sandwich,Mo-Fr 10:00-17:00; Sa-Su 10:00-18:00,,,"1900, Clement Street",no,,,yes
node/12285418900,37.6625113,-122.3963271,Starbucks,cafe,coffee_shop,,,,,,yes,,
node/12288987452,37.7607437,-122.3884137,The Sea Star,bar,,,,https://theseastarsf.com,"2289, 3rd Street",,,,limited
node/12292635610,37.7773463,-122.4637808,Foghorn Taproom,restaurant,barbecue;wings,"Mo-Th,Su 11:30-21:00; Fr-Sa 11:30-22:00",,,"450, Balboa Street",,,,yes
node/12292650095,37.7773961,-122.4631909,Mew Tea,cafe,bubble_tea,"Mo,We-Fr 12:00-17:00; Tu off; Sa-Su 12:00-18:00",,,"402, Balboa Street",no,,,yes
node/12295003432,37.7831193,-122.4629243,Mokuku Japanese Shabu,restaurant,japanese,,,,"332, Clement Street",,,,yes
node/12300049958,37.7628139,-122.4661069,Sunflower Garden,restaurant,vietnamese,11:00-21:00,,,"1368, 9th Avenue",,,,yes
node/12300049960,37.7633491,-122.4661527,Sweet Glory,shop:bakery,,"Mo,We-Su 11:00-18:00; Tu off",,,"1336, 9th Avenue",,,,yes
node/12302303876,37.6557116,-122.4119207,Cafe 382,restaurant,mexican,,,,"382, Grand Avenue",,,,
node/12316382986,37.7732594,-122.4505093,The Hungry Spot,restaurant,pizza;sandwich;salad;pasta,unreliable; frequently closes early if slow business,,,"2077, Hayes Street",,,,yes
node/12316462727,37.7866334,-122.4075844,Wetzel's Pretzels,fast_food,pretzel,,,,,,yes,,
node/12347128184,37.785586,-122.4008924,Grace,restaurant,,"Mo,Fr-Su 11:30-17:00; Th 11:30-20:00",,,,,,,
node/12347128186,37.7866329,-122.4022786,Oren’s Hummus To Go,fast_food,,,,,"71, 3rd Street",,only,,
node/12349645766,37.7631411,-122.4828423,The Soup,restaurant,chinese,,+1-415-463-6099,http://thesoupsf.com/,"2315, Irving Street, San Francisco, 94122",,,,yes
node/12349645767,37.7634083,-122.47777,Kevin's Noodle House,restaurant,vietnamese,Mo-Su 11:00-21:00,+1-415-664-0469,http://kevinnoodlehouse.com/,"1833, Irving Street, San Francisco, 94122",,,,
node/12350368117,37.7828632,-122.4689698,Keeva,restaurant,indian,"Mo off; Tu-Fr 11:30-14:00,17:00-21:00; Sa-Su 11:30-21:00",,https://keevasf.com,"908, Clement Street",,,,yes
node/12356353509,37.7762284,-122.421581,Andina,restaurant,sandwich;venezuelan,,,https://andinasf.square.site/,"205, Franklin Street, San Francisco, 94102",,,,
node/12386921811,37.7639279,-122.4659362,Super Duper,restaurant,,,,,,,,,yes
node/12407073482,37.6197055,-122.3876716,Koi Palace Express,fast_food,,,,,,,,,
node/12407102165,37.6107808,-122.3857611,Gateside Market,fast_food,,,,,,,,,
node/12408404345,37.7765813,-122.4227827,Nightbird,restaurant,,Tu-Sa 17:00-22:00; Su-Mo off,+1-415-829-7565,https://www.nightbirdrestaurant.com/,"330, Gough Street, San Francisco, 94102",,,,
node/12408404346,37.7765477,-122.4227586,Linden Room,bar,,Tu-Th 17:00-00:00; Fr-Sa 17:00-01:00,,https://www.nightbirdrestaurant.com/linden-room/,"330, Gough Street, San Francisco, 94102",,,,
node/12423654036,37.7271097,-122.4328331,Fili-taste,restaurant,filipino,,,,"4441, Mission Street",,,,
node/12439601095,37.7894077,-122.3946928,D&N Hot Wings,fast_food,wings,,,,"215, Fremont Street",,,,
node/12459852125,37.781325,-122.461883,Teawood Cafe,restaurant,chinese,,+1-415-571-8268,https://www.teawoodcafe.com/,"3944, Geary Boulevard, San Francisco, 94118",,,,
node/12459978934,37.6137682,-122.385174,The Club at SFO,bar,,,,,,,,,
node/12461978654,37.7636605,-122.4216117,Jake’s Steaks,fast_food,burger,Mo-Su 11:00-21:00,,,"581, Valencia Street",,,,
node/12467348168,37.7585189,-122.4196096,Tadaima,restaurant,,"Mo-Th 11:00-16:00, Fr-Su 11:00-19:00",,,"3515, 20th Street, San Francisco, 94110",,,,
node/12477912005,37.5796877,-122.3464681,Saltyard,restaurant,,,,https://www.saltyardrestaurant.com/,"322, Lorton Avenue, Burlingame",,,,
node/12477912006,37.5795717,-122.3463385,Velvet 48,bar,,,,https://www.velvet48.com/,"310, Lorton Avenue, Burlingame",,,,
node/12512831465,37.7535464,-122.4894986,Donut Time,fast_food,donut,,,,,,,,yes
node/12513614321,37.673892,-122.3831226,Specialty's,cafe,,Mo-Fr 06:30-16:00,,,"880, Sierra Point Pkwy",,,,
node/12519492553,37.7568183,-122.420712,Jay’s Cheesesteak,restaurant,sandwich,11:00-22:00,+1 415-285-5200,,"3285, 21st Street",,,,limited
node/12519492554,37.7568124,-122.4207907,Sidewalk Juice,fast_food,juice,Mo-Sa 08:30-19:00; Su 09:00-19:00,,,"3287, 21st Street",,,,
node/12522217332,37.7513857,-122.4185787,King’s Bakery,shop:bakery,,Mo-Sa 07:30-19:00; Su 08:00-19:00,,,"2846, Mission Street",,,,
node/12522217334,37.7510951,-122.4130221,El Paraiso,cafe,mexican,,,,"1198, Treat Avenue",,,,
node/12522217336,37.7491315,-122.4186616,Shaska,cafe,,,,,,,,,
node/12527973431,37.7579254,-122.3903846,CoffeeShop,cafe,,Mo-Su 07:00-17:00,,https://www.coffeeshopsf.com,"900, 22nd Street, San Francisco, 94107",,,,
node/12541355701,37.762241,-122.4213987,Taishoken,restaurant,,,,,"665, Valencia Street, 94110",,,,
node/12550746944,37.8083416,-122.4139934,,bar,,,,,,,,,
node/12550746945,37.8080708,-122.4159638,Fisherman’s Wharf Chowder and Crab Sidewalk Stands,restaurant,seafood,,,,"200, Jefferson Street, San Francisco, 94133",,,,
node/12554618567,37.5947471,-122.3665445,Mr. Teriyaki,restaurant,sushi,"Mo-Fr 11:00-14:30,17:00-20:30; Sa 17:00-20:30",+1 650 697 8450,https://mrteriyakisushi.com/,"851, Burlway Road, Burlingame, 94010",,,,
node/12559170743,37.7540602,-122.4210592,Sanguchon,fast_food,peruvian,,,,"1182, Valencia Street",yes,,,
node/12559170755,37.7539634,-122.421053,A Buttercup Dessert House,shop:bakery,,Mo-Th 17:00-23:00; Fr-Su 16:30-23:00,,,"1186, Valencia Street",,,,
node/12564043955,37.5949397,-122.3855405,Neal's Coffee Shop,cafe,coffee_shop,,,,,yes,,,
node/12569789804,37.7584086,-122.4210965,Mixt,fast_food,salad,Mo-Su 10:29-21:00,,,,,,,
node/12572783479,37.5791831,-122.3459888,Dumpling Kitchen & Bar,restaurant,,,,https://dumplingkitchenbar.kwickmenu.com/,"1125, Burlingame Avenue, Burlingame, 94010",,,,
node/12572783480,37.5792341,-122.3459001,La Corneta,restaurant,mexican,,,https://lacorneta.com/,"1123, Burlingame Avenue, Burlingame, 94010",,yes,,yes
node/12583335239,37.7545239,-122.4207402,Valencia Grill,restaurant,,,,,"1153, Valencia Street",,,,limited
node/12583335241,37.7551257,-122.4207915,Radio Habana,bar,,,,,"1109, Valencia Street",,,,no
node/12610915150,37.5651629,-122.3226482,Icicles,ice_cream,,Su 12:30-22:00; Mo-Th 18:00-21:00; Fr 18:00-22:00; Sa 12:30-22:00,,https://iciclescreamroll.com/,"222, East 3rd Avenue",,,,
node/12613550127,37.7963445,-122.4033448,Postscript,cafe,coffee_shop,,,,"499, Jackson Street, San Francisco, 94111",,,,yes
node/12621483732,37.775912,-122.4955906,Oodle Yunnan Rice Noodle,restaurant,chinese,"Mo,We-Fr 11:00-15:30,16:30-20:00; Tu off; Sa-Su 11:00-20:00",+1 415-571-8889,https://oodlesf.square.site,"3420, Balboa Street",,,,yes
node/12637817162,37.7594775,-122.3882761,Long Bridge Pizza Company,restaurant,pizza,Tu-Su 11:00-21:00,+1-415-829-8999,https://www.longbridgepizza.com/,"2347, 3rd Street, San Francisco, 94107",,,,
node/12637829527,37.7958049,-122.4032562,Maison Nico,cafe,french;cafe;bakery;viennoiserie,Tu-Fr 08:00-17:00; Sa-Su 09:00-16:00,+1-415-359-1000,https://maisonnico.com/,"710, Montgomery Street, San Francisco, 94111",yes,,,
node/12641813402,37.8050782,-122.409658,Butter & Crumble,shop:bakery,,Th-Su 09:00-14:00,+1-415-874-9484,https://butterandcrumble.com/,"271, Francisco Street, 94133",,,,
node/12668298966,37.799212,-122.4480012,Piccino Presidio,restaurant,italian,,,https://www.piccinopresidio.com/,,,,,
node/12676663498,37.7603112,-122.5055953,Woods Outbound,pub,,,,,,,,,
node/12681356297,37.7650458,-122.4662567,Tadaima,restaurant,,,,,"1248, 9th Avenue",,,,yes
node/12685979580,37.7828616,-122.4691071,Y & Y,restaurant,vietnamese,Mo-We off; Th-Su 10:00-18:30,,,"914, Clement Street",,,,yes
node/12695274791,37.7537599,-122.4905785,Fung Wong SF,restaurant,chinese,,,,,,,,yes
node/12710796147,37.7685001,-122.3868356,Taco Primo,restaurant,,11:30-21:00,,https://www.tacoprimo.com/thrive-city-at-chase-center,"7, Warriors Way",,,,
node/12712277201,37.5835937,-122.475892,Ju Fu Restaurant,restaurant,chinese,Mo-Su 09:00-20:30,,,Terra Nova Boulevard,,,,
node/12724441130,37.7828065,-122.4649093,Schubert's Bakery,shop:bakery,,Mo-Tu off; We-Sa 09:00-17:00; Su 09:00-16:00,,,,,,,yes
node/12740040064,37.789499,-122.3976696,Chalos,fast_food,empanada,,,https://chalossf.com,,,only,,
node/12740040065,37.7894015,-122.3977871,La Fromagerie,fast_food,,Mo-Fr 11:00-15:00; Sa-Su off,+1 415-503-7678,https://lafromageriesf.com,,,only,,
node/12745953101,37.7242799,-122.4588781,Jo Jo's Cafe,restaurant,chinese;vietnamese,Tu-Su 09:00-20:00,,https://www.jojoscafe-sf.com/,94112,,,,
node/12748976201,37.7554937,-122.4194874,Wha Da Pho,restaurant,chinese;japanese;thai;vietnamese,Mo-Su 11:00-21:00,,https://www.whadaphosf.com/,"3230, 22nd Street, 94110",,,,
node/12750603820,37.6718303,-122.4689234,Basquia Rice Bakery,shop:bakery,,09:00-22:00,,https://jagalchi.com/eat/basquia-rice-bakery/,,,,,yes
node/12753578004,37.7012774,-122.4819773,Tiny Sushi - Oh Baby,restaurant,sushi,Tu-Su 11:30-13:30; 16:30-20:00,+1-650-755-2288,http://ohbabysushi.com/,"32, Park Plaza Drive, Daly City, 94015",,,,
node/12761648701,37.764041,-122.4219626,Apna Chulha,restaurant,indian,Mo-Su 11:00-23:00,+1-415-400-4774,https://www.apnachulhasf.com/,"550, Valencia Street, 94110",,,,
node/12763385878,37.7638683,-122.5096377,Leo's Tacos Truck,fast_food,mexican,,,https://www.leostacostruck.com,,,,,
node/12771328578,37.6129928,-122.4044443,Tasty Place Szechuan,restaurant,chinese,"Mo-We,Fr-Su 11:00-21:30; Th 17:00-21:30",+1 650 872 2338,https://www.spicyhome520.com/,"1625, El Camino Real, Millbrae, 94030",,,,
node/12784660546,37.764482,-122.4332829,La Méditerranée,restaurant,mediterranean,"Mo off; Tu-Th,Su 11:00-21:00; Fr-Sa 11:00-21:30",,https://lamednoe.com,"288, Noe Street",,,,yes
node/12787761855,37.6420874,-122.4010547,Costco Food Court,fast_food,hot_dog;pizza;sandwich,,+1 650 872 2440,,"451, South Airport Boulevard, South San Francisco, 94080-6909",,yes,,
node/12793737601,37.7577357,-122.3943383,Ikon Coffee,cafe,coffee_shop,Mo-Su 07:00-17:00,,https://www.ikoncoffee.com/,94107,,,,
node/12810345420,37.7600064,-122.4212585,Valencia Pizza & Pasta,fast_food,pizza,"Mo,We-Sa 11:30-20:00; Su 11:30-17:00",+1 415-642-1882,https://www.valenciapizzapasta.com/,"801, Valencia",,,,
node/12810387261,37.7572601,-122.4210105,Mission Picnic,fast_food,sandwich,Mo-FR 09:30-15:00,+1 415 800 2018,https://www.missionpicnic.com/,"983, Valencia Street",,,,
node/12816926990,37.7942446,-122.4059696,A-1,restaurant,chinese,,,,"779, Clay Street",,,,
node/12828885101,37.756733,-122.5022042,Rusty Ladle,restaurant,,"Su, Th 12:00-20:00; Fr-Sa 12:00-21:00",+1-415-205-0860,http://rustyladle.com,"3645, Lawton Street, 94122",,,,
node/12837602493,37.7201658,-122.4763547,Mumu Hot Pot,restaurant,asian;hot_pot,,+1 415 466 6748,http://www.mumuhotpot.com/,"2, Varela Avenue, San Francisco, 94132",,,,
node/12838486478,37.7637509,-122.4587324,Subway,fast_food,sandwich,Mo-Fr 07:30-21:00; Sa-Su 08:00-20:00,,,,,yes,,
node/12852079638,37.7217946,-122.4367958,North Beach Pizza,fast_food,pizza,,,,,,,,
node/12854606435,37.7167871,-122.4405921,Ying Hui Chinese Restaurant,restaurant,chinese,,,,"5125, Mission Street, San Francisco, 94112",,,,
node/12863263430,37.7575096,-122.3947983,Progeny Coffee,cafe,coffee_shop,Mo-Su 08:00-16:00,,https://progenycoffee.com,"1395, 22nd Street, San Francisco, 94107",yes,,,yes
node/12863374038,37.7587444,-122.4189233,Pete's BBQ,restaurant,barbecue,Mo-Sa 11:00-17:30; Su off,+1 415-826-1009,,,,,,yes
node/12863374040,37.7580398,-122.4191698,Mission Curry House,restaurant,curry,,+1-415-872-9130,,"2434, Mission Street",,,,
node/12872349014,37.7659027,-122.421819,Venga Empanadas,restaurant,,,,http://www.vengaempanadas.com/,"443, Valencia Street, San Francisco",,,,
node/12887035377,37.7978376,-122.4058578,Paris 75,bar,,,,,,,,,
node/12887090805,37.7979485,-122.405093,Bamboo Hut,bar,,,,,,,,,
node/12900325202,37.7652703,-122.431471,Rikki's,bar,,Tu-Th 15:30-22:00; Fr-Sa 11:30-24:00; Su 11:30-22:00,,https://www.rikkisbarsf.com/,"2223, Market Street, San Francisco, 94114",,,,
node/12912729202,37.6621859,-122.3778726,Oyster Point Yacht Club,bar,,,,https://opyc.com/,"911, Oyster Point Boulevard",,,,
node/12939867830,37.78648,-122.4086288,Al Pastor Papi,restaurant,mexican,,,,,,,,
node/12939867831,37.7872857,-122.4097656,Corzetti,restaurant,italian,,,,"398, Geary Street",,,,
node/12947723695,37.7537757,-122.4900455,Mongkok Dim Sum & Restaurant,restaurant,chinese,,,,"2438, Noriega Street",,,,
node/12951004302,37.780965,-122.4105181,Indie Darling,bar,,,,https://www.indiedarlingsf.com/,"537, Stevenson Street",,,,
node/12952494800,37.7896689,-122.403074,Julie's Kitchen,restaurant,asian_fusion;asian,,+1-415-463-7884,,"50, Post Street, San Francisco, 94101",,,,
node/12952962231,37.6492988,-122.4058809,Popeyes,fast_food,chicken,,,,,,yes,,
node/12954271859,37.7701299,-122.4466971,Wake Cup,restaurant,,"Mo,We-Fr 08:00-16:00; Tu off; Sa-Su 08:00-18:00",,,"1476, Haight Street",,,,yes
node/12954295701,37.7666694,-122.4072637,Martin De Porres House of Hospitality,restaurant,,,,https://martindeporres.org/,"225, Potrero Avenue",,,,
node/12963098498,37.6403754,-122.422819,Popeyes,fast_food,chicken,,,,,,yes,,
node/12963098499,37.6402352,-122.4227466,Subway,fast_food,sandwich,,,,,,yes,,
node/12965421201,37.7701748,-122.4464949,Jalebi Street,restaurant,indian,"Mo off; Tu-We 17:00-22:00; Th-Su 11:30-14:00,17:30-21:30",+1-408-504-5183,https://jalebi-street.square.street,"1466, Haight Street",,,,yes
node/12978817101,37.7123197,-122.4063157,Mission Blue,cafe,,"Mo-Tu, Th-Sa 07:00-15:00; We 07:00-18:00; Su 08:00-14:00",+1-415-508-7416,https://missionbluesf.com/,"144, Leland Avenue, 94134",,,,
node/12983432802,37.7801996,-122.3946761,Cafe Buenos Aires,shop:bakery,,Mo-Fr 07:30-17:00; Sa-Su 09:00-15:00,,https://www.theba.cafe/,,,,,
node/12983552129,37.7158746,-122.439544,Nameless Tea & Coffee,cafe,bubble_tea,Mo-Su 11:00-18:00,+1-415-926-0166,https://www.namelessteasf.com/,"981, Geneva Avenue, San Francisco, 94112",,,,
node/12990114592,37.5782825,-122.3488889,Goodthing Coffee,cafe,coffee_shop,,,,"341, Primrose Road, Burlingame, 94010",yes,,,
node/13004562056,37.7526588,-122.4137289,Haus Coffee,cafe,coffee_shop,,+1-415-794-6666,,"3086, 24th Street, San Francisco, 94110",,,,
node/13011018569,37.7489899,-122.417317,The Fold,cafe,coffee_shop,,,https://www.instagram.com/thefoldsf/,"3359, 26th Street, San Francisco, 94110",,,,
node/13015863377,37.7637692,-122.4751381,Sunset Commons,cafe,coffee_shop,,+1 415-881-0160,https://sunsetcommons.store,"1600, Irving Street",no,,,yes
node/13016225650,37.7655785,-122.4662907,Mixt,restaurant,,,,,"1210, 9th Avenue",,,,yes
node/13018139854,37.7619112,-122.4200287,Brew Cha,cafe,bubble_tea,,,https://www.brewchasf.com/,,no,,,
node/13019496826,37.7640194,-122.4638179,The Red Tail,bar,,Mo-Th 16:00-23:00; Fr 16:00-24:00; Sa-Su 15:00-24:00,,,,,,,yes
node/13027417997,37.7826617,-122.4090908,Saluhall,food_court,,,,https://www.saluhallmarket.com/,,,,,
node/13027417998,37.782573,-122.4090446,Lagom Bar,bar,,,,,,,,,
node/13027417999,37.7826168,-122.4089781,Cheezy's,fast_food,pizza,,,,,,,,
node/13027418000,37.782816,-122.4091695,Snöberg,ice_cream,,Mo-Th 09:00-20:00; Sa 09:00-21:00; Su 09:00-19:00,,,,,,,
node/13027442601,37.7827618,-122.4092333,Smish Smash,fast_food,burger,,,,,,,,
node/13030734579,37.7643859,-122.4216786,Casanova Lounge,bar,,Mo-Su 17:00-02:00,,,"527, Valencia Street, San Francisco, 94110",,,,
node/13042316852,37.7515239,-122.4287822,Billingsgate,restaurant,fish,,+1-415-590-3001,https://www.billingsgatesf.com/,"3859, 24th Street, San Francisco, 94114",,,,
node/13042325807,37.7944985,-122.4038667,Outta Sight Pizza II,restaurant,pizza,Mo-Th 11:00-20:00; Fr 11:00-21:00; Sa-Su 12:00-17:00,+1-415-363-9775,https://www.thatsouttasight.com/,"643, Clay Street, San Francisco, 94111",,yes,,
node/13057323401,37.7761653,-122.4083643,The Stud,bar,,"Su, Tu-Th 17:00-00:00; Fr-Sa 17:00-02:00",,https://www.studsf.com,"1123, Folsom Street, 94103",,,,
node/13059152301,37.8027316,-122.402271,Xica,restaurant,,,,,"1625, Battery Street, 94111",,,,
node/13062606921,37.7635152,-122.4219306,Bao,restaurant,chinese,"11:30-14:30,17:30-21:30",+1-415-658-7453,https://www.baovalencia.com/,"590, Valencia Street",,,,
node/13062823858,37.7978319,-122.4102406,Lai Hong Lounge,restaurant,chinese,10:00-14:30; 17:30-20:30; PH unknown,+1 415-397-2290,https://www.laihonglounge.com/,"1416, Powell St, San Francisco, 94133",,yes,,
node/13093722241,37.7605716,-122.4103873,,bar,,,,,,,,,
node/13093864535,37.7852799,-122.4291734,Melon Pan,shop:bakery,,Sa 13:00-17:00,,,,,,,
node/13099721635,37.7209935,-122.437817,Chacho Sushi,restaurant,sushi,"Mo-Th 11:00-15:00,16:30-22:00; Fr 11:00-15:00,16:30-22:30; Sa 11:00-22:30; Su 11:00-22:00",+1-415-349-4406,https://www.chachosushi.com/,"4808, Mission Street, San Francisco, 94112",,yes,,
node/13103796137,37.752297,-122.4192534,Las Margaritas,bar,,Tu-Su 12:00-00:00,,,"3336, 24th Street, San Francisco, 94110",,,,
node/13104821601,37.7921418,-122.3999123,Wayfare Tavern,restaurant,,,,,"201, Pine Street",,,,
node/13115603139,37.5633165,-122.3259499,Sweetgreen,fast_food,salad,,,,,,yes,,
node/13121950282,37.7776834,-122.4386558,Kung Food,restaurant,chinese,,+1-415-673-6688,,"1615, McAllister Street",no,yes,yes,yes
node/13122907173,37.8000529,-122.4100582,North Beach Gyros,restaurant,greek,,,,"561, Columbus Avenue",,,,yes
node/13122947986,37.7914791,-122.4023758,Cafe Venue,cafe,coffee_shop,,,,"220, Montgomery Street",,,,yes
node/13124392640,37.8559132,-122.4797176,Atalia Gelato & Chocolate,ice_cream,,"Mo-Th,Su 11:00-19:00; Fr-Sa 11:00-20:00",,,"707, Bridgeway, Sausalito, 94965",,,,
node/13124392641,37.8561696,-122.479892,Frank & Co,cafe,coffee_shop,,,,"721, Bridgeway, Sausalito, 94965",,,,
node/13124392644,37.8564033,-122.4800516,Hamburgers,fast_food,burger,,,,"737, Bridgeway, Sausalito, 94965",,,,
node/13124392651,37.8566744,-122.4803309,No Name Bar,bar,,,,,"757, Bridgeway, Sausalito, 94965",yes,,,
node/13124392689,37.8595488,-122.4868008,Smitty’s,bar,,Mo-Fr 14:00-26:00; Sa-Su 13:00-26:00,,,"214, Caledonia Street",,,,
node/13131794533,37.7900942,-122.4342029,Joe and the Juice,cafe,coffee_shop,,,,"2213, Fillmore Street",,,,yes
node/13131794536,37.7901007,-122.4339835,La Mediterranée,restaurant,mediterranean,,,,"2210, Fillmore Street",,,,yes
node/13131830634,37.7899678,-122.4337343,BaySubs & Deli,fast_food,sandwich,,,,"2486, Sacramento Street",,,,
node/13131830639,37.7894279,-122.4340816,Troya Mediterranean Kitchen,restaurant,mediterranean,"Mo-Fr 11:00-15:00,17:00-21:00; Sa-Su 10:00-21:00",,,"2125, Fillmore Street",,,,yes
node/13131830640,37.7893068,-122.4338062,Dumpling Story,restaurant,,,,,"2114, Fillmore Street",,,,
node/13139962344,37.5640258,-122.3242679,Taqueria Las Palomas,restaurant,mexican,,,,"92, East 3rd Avenue",,,,
node/13154495783,37.6011057,-122.3842907,Starbucks,cafe,coffee_shop,04:30-20:00,,,"119, Rollins Road, Millbrae",,yes,,
node/13154495784,37.600852,-122.3840256,Sourdough & Co.,cafe,,10:30-19:30,,,"101, Rollins Road, Millbrae",,,,yes
node/13163567777,37.9275849,-122.5170682,Blue Barn,restaurant,sandwich,,+1-415-927-1104,https://www.bluebarngourmet.com/,"335, Corte Madera Town Center, Corte Madera, 94925",,,,
node/13163567780,37.926111,-122.5173515,Philz Coffee,cafe,coffee_shop,Mo-Su 05:30-17:30,+14154962024,https://philzcoffee.com/locations/13,"403, Corte Madera Town Center, Corte Madera, 94925",,yes,,
node/13168483730,37.7889727,-122.4072148,OneUP Restaurant,restaurant,,,,,"345, Stockton Street, San Francisco, 94108",,,,
node/13168483731,37.7892704,-122.4072866,OneUP Lounge,bar,,,,,"345, Stockton Street, San Francisco, 94108",,,,
node/13168486490,37.7891836,-122.4063836,Bombay Brasserie,restaurant,,,,,,,,,
node/13168486491,37.7891367,-122.4063719,Campton Bar & Bistro,restaurant,,,,,,,,,
node/13176381001,37.7564579,-122.4190265,Laszlo,bar,,,,,"2526, Mission Street",,,,
node/13189866001,37.9213909,-122.3605971,Golden Gate Bistro,restaurant,american;burger,Mo-Fr 06:00-17:00; Sa 08:00-16:00; Su 08:00-15:00,+1-510-374-6393,https://www.goldengatebistro.net/,"803 Ste #101, Wright Avenue, 94804",yes,,,
node/13191190407,37.7950411,-122.3957775,Teranga,restaurant,,,,,,,,,
node/13191190412,37.7946662,-122.3980682,Blue Hawai'i Açai Cafe,cafe,,,,,,,,,
node/13191190413,37.7946631,-122.3984094,Proper Food,fast_food,,,,,,,,,yes
node/13191190419,37.7944544,-122.3992638,Devil's Teeth,shop:bakery,,,,,,,,,yes
node/13241683202,37.7949983,-122.4044214,750 Restaurant & Bar,restaurant,,,,,,,,,
node/13241913569,37.7951943,-122.4025399,Sky Bar,bar,,,,,,,,,
node/13241913570,37.7954477,-122.4017902,Cafe Sebastian,restaurant,,,,,,,,,
node/13241913571,37.7954204,-122.4020027,Ama,restaurant,,,,,,,,,
node/13241913572,37.7955252,-122.4018049,Madlab Kakigori,ice_cream,,,,,,,,,
node/13246223601,37.761737,-122.3917916,Butter&,shop:bakery,,Tu-Sa 10:00-17:30; Su 10:00-16:30,+1-415-707-7414,https://butterand.com,"690, Indiana Street, 94107",,,,
node/13256223401,37.7688248,-122.4150413,Bageletto,restaurant,bagel,Sa-Su 08:00-15:00; Mo-Fr 07:00-14:00,+1-415-869-8811,https://bageletto.com,"76, 14th Street, 94103",yes,,,
node/13256436702,37.7800619,-122.4810822,Pho Huong Viet,restaurant,vietnamese,Mo off; Tu-Su 11:00-20:00,+1-415-702-6177,,"5733, Geary Boulevard",,,,
node/13257040801,37.8168273,-122.3710281,Gold Bar Distillery,bar,,Tu-Su 12:00-21:00,,https://goldbarwhiskey.com,"1, Avenue of the Palms",,,,
node/13260572636,37.7798759,-122.4934503,Geary Cafe,cafe,,Mo-Fr 10:00-17:00; Sa 10:00-15:00; Su off,+1 415-422-1423,,"6900, Geary Boulevard",,,,
node/13261610392,37.7933737,-122.4079262,New Fortune Restaurant,restaurant,,,,,,,,,
node/13264480901,37.7995453,-122.4411938,Tiya,restaurant,indian,Su-Th 17:00-21:30; Fr-Sa 17:00-22:30,+1-415-400-8500,https://tiyasf.com,"3213, Scott Street, 94123",no,,no,yes
node/13271341409,37.6388805,-122.4211144,Quickly,cafe,bubble_tea,11:30-21:00,+1 650 873 9800,http://quicklyusa.com/sanbrunoca.html,"1212, El Camino Real, San Bruno, 94066",no,yes,,
node/13271343676,37.6715754,-122.4720913,Quickly,cafe,bubble_tea,Mo-Sa 10:00-21:00; Su 11:00-19:00,+1 650 757 1448,http://quicklyusa.com/dacise.html,"3, Serramonte Center, Daly City, 94015",,yes,,
node/13271415336,37.6443823,-122.4531632,Quickly,cafe,bubble_tea,12:30-21:00,+1 650 872 2800,http://quicklyusa.com/soswe.html,"2288, Westborough Boulevard, South San Francisco, 94080",no,yes,,
node/13276606624,37.8732103,-122.5059662,Davey Jones Sandwich,fast_food,sandwich,,,,,,,,
node/13278882807,37.7803667,-122.4747901,Bao Bao Dumpling,restaurant,chinese,"Mo,We-Fr 11:00-14:30,17:00-21:30; Tu off; Sa-Su 11:00-21:30",+1 415-386-0388,,"5145, Geary Boulevard",no,,,yes
node/13285950601,37.6160646,-122.4067292,Camino Corner,restaurant,,Mo-Su 07:00-14:30,,,"110, El Camino Real, 94066",,,,
node/13285956301,37.6160646,-122.4067292,Camino Corner,restaurant,,,,,"110, El Camino Real, 94066",,,,
node/13286050801,37.7239866,-122.4358721,Ocean Subs,restaurant,sandwich,Tu-Sa 10:00-16:00,,,"18, Ocean Avenue, 94112",no,,,
node/13291575201,37.5791652,-122.3465636,Maison Alyzée,cafe,,,,,"1216, Burlingame Avenue",,,,
node/13292185601,37.5799874,-122.3330291,Totoro Ramen,restaurant,ramen,,,,,,,,
node/13293833287,37.7829015,-122.4682503,Chongqing Hot Pot,restaurant,chinese,,+1-415-831-8811,,"832, Clement Street",,,,yes
node/13295227576,37.7944246,-122.4067766,,fast_food,sandwich,,,,,,,,
